age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
50,fit,strictly other,socially,never,graduated from masters program,white,73,100000,science / tech / engineering,NA,straight,has cats,atheism and laughing about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), swedish (fluently), german (poorly), russian (poorly)",single
20,fit,mostly anything,not at all,never,working on two-year college,white,72,20000,student,doesn&rsquo;t have kids,straight,has dogs,christianity and laughing about it,m,libra but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (poorly)",single
39,average,strictly anything,socially,never,NA,white,70,-1,artistic / musical / writer,doesn&rsquo;t have kids,straight,likes dogs,agnosticism and laughing about it,m,aries,yes,english,single
21,skinny,strictly anything,very often,often,dropped out of college/university,white,68,1000000,entertainment / media,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and likes cats,agnosticism and laughing about it,m,libra but it doesn&rsquo;t matter,no,english (fluently),single
34,average,mostly anything,not at all,never,graduated from college/university,asian,60,-1,science / tech / engineering,"doesn&rsquo;t have kids, but wants them",straight,NA,christianity,f,NA,no,"english (fluently), spanish (fluently), chinese (fluently)",single
28,thin,mostly anything,not at all,never,NA,white,69,-1,NA,"doesn&rsquo;t have kids, but might want them",gay,likes dogs and likes cats,NA,m,sagittarius but it doesn&rsquo;t matter,yes,english,single
29,average,mostly anything,socially,never,graduated from college/university,white,75,100000,computer / hardware / software,has a kid,straight,NA,NA,m,NA,no,"english (fluently), c++ (fluently)",single
41,athletic,NA,not at all,never,graduated from masters program,white,65,-1,entertainment / media,NA,gay,likes dogs and has cats,other,f,capricorn,no,"english (fluently), italian (okay)",single
22,curvy,mostly anything,socially,never,working on two-year college,black,72,20000,student,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,atheism and laughing about it,f,NA,no,english,single
44,overweight,NA,not at all,never,graduated from college/university,hispanic / latin,72,-1,computer / hardware / software,NA,gay,has cats,atheism but not too serious about it,m,NA,no,"english (fluently), spanish (fluently)",single
34,athletic,NA,NA,NA,graduated from college/university,NA,69,-1,entertainment / media,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,NA,m,gemini,NA,english,single
54,athletic,anything,socially,never,graduated from two-year college,white,68,-1,medicine / health,has kids,straight,likes dogs and likes cats,catholicism,m,NA,NA,english (fluently),single
22,thin,NA,socially,sometimes,graduated from high school,hispanic / latin,68,-1,other,NA,straight,likes dogs and likes cats,NA,m,virgo but it doesn&rsquo;t matter,no,"english, spanish (okay)",single
35,athletic,NA,socially,never,graduated from college/university,"asian, white",70,-1,entertainment / media,NA,straight,likes dogs and likes cats,buddhism and laughing about it,m,aquarius,when drinking,"english (fluently), japanese (poorly)",single
47,average,NA,rarely,never,graduated from masters program,white,66,-1,education / academia,NA,straight,NA,NA,f,pisces,no,english,single
32,NA,NA,socially,never,graduated from college/university,white,71,-1,banking / financial / real estate,doesn&rsquo;t want kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,libra and it&rsquo;s fun to think about,trying to quit,english,single
21,fit,anything,not at all,never,college/university,"asian, white",68,-1,student,NA,straight,has dogs and likes cats,catholicism,m,sagittarius,no,english,single
36,full figured,mostly vegetarian,socially,sometimes,graduated from masters program,"asian, white",69,-1,education / academia,NA,straight,NA,other and laughing about it,m,virgo,when drinking,"english (fluently), japanese (okay), spanish (poorly)",single
24,curvy,mostly anything,very often,sometimes,dropped out of space camp,other,60,-1,other,NA,gay,likes dogs and likes cats,other and laughing about it,f,sagittarius and it&rsquo;s fun to think about,yes,"english, spanish (okay)",single
28,fit,mostly anything,rarely,never,NA,hispanic / latin,72,-1,NA,NA,straight,NA,NA,m,leo and it&rsquo;s fun to think about,no,english,single
29,athletic,strictly anything,often,never,NA,white,73,-1,construction / craftsmanship,NA,straight,has dogs,NA,m,NA,no,"english, spanish (okay)",single
39,thin,mostly anything,often,never,graduated from college/university,"asian, white",69,-1,NA,has kids,straight,likes dogs and likes cats,atheism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,yes,english,single
28,NA,mostly anything,socially,NA,working on college/university,"asian, white",63,20000,other,doesn&rsquo;t want kids,bisexual,NA,other but not too serious about it,f,aquarius and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), chinese (poorly)",seeing someone
50,average,NA,not at all,never,graduated from high school,"hispanic / latin, white",67,-1,construction / craftsmanship,has a kid,straight,NA,christianity and somewhat serious about it,m,capricorn and it&rsquo;s fun to think about,no,english,single
27,NA,mostly anything,socially,NA,NA,asian,64,-1,science / tech / engineering,NA,straight,likes dogs,agnosticism but not too serious about it,f,NA,no,english,single
23,athletic,mostly anything,socially,never,graduated from two-year college,black,69,20000,artistic / musical / writer,NA,straight,NA,christianity and very serious about it,m,libra but it doesn&rsquo;t matter,no,english,single
45,average,strictly anything,socially,NA,working on space camp,white,71,-1,other,has a kid,straight,likes dogs and likes cats,judaism but not too serious about it,m,libra and it&rsquo;s fun to think about,trying to quit,english (fluently),single
50,athletic,NA,socially,never,graduated from masters program,white,65,-1,medicine / health,NA,straight,has dogs,other,f,libra but it doesn&rsquo;t matter,no,english,single
27,fit,NA,socially,never,graduated from college/university,white,66,-1,clerical / administrative,NA,straight,has dogs,catholicism and laughing about it,f,capricorn and it&rsquo;s fun to think about,no,english,single
42,average,NA,socially,never,dropped out of two-year college,white,71,-1,computer / hardware / software,doesn&rsquo;t want kids,bisexual,likes dogs and likes cats,agnosticism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), c++ (fluently), french (poorly)",available
26,skinny,NA,rarely,never,graduated from masters program,asian,64,-1,banking / financial / real estate,"doesn&rsquo;t have kids, but wants them",straight,NA,NA,f,taurus,no,"english, chinese",single
30,average,NA,socially,never,graduated from masters program,white,72,-1,student,NA,gay,NA,buddhism,m,cancer,no,"english, french",single
24,thin,NA,very often,sometimes,dropped out of college/university,"asian, black, native american, other",66,1000000,artistic / musical / writer,NA,straight,likes dogs and dislikes cats,agnosticism but not too serious about it,f,leo and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish, japanese, farsi",seeing someone
37,average,strictly anything,socially,sometimes,graduated from college/university,other,71,20000,construction / craftsmanship,"doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,other and somewhat serious about it,m,scorpio and it&rsquo;s fun to think about,no,english (okay),single
41,average,mostly vegetarian,socially,sometimes,graduated from college/university,"white, other",72,-1,entertainment / media,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,gemini and it&rsquo;s fun to think about,no,english (fluently),single
34,athletic,NA,socially,never,graduated from masters program,NA,67,-1,sales / marketing / biz dev,NA,straight,NA,NA,f,capricorn,no,"english (fluently), spanish (okay)",single
32,fit,mostly anything,socially,never,graduated from masters program,white,72,-1,science / tech / engineering,doesn&rsquo;t have kids,straight,NA,NA,m,NA,no,english (fluently),single
31,fit,mostly anything,rarely,never,graduated from college/university,asian,68,-1,sales / marketing / biz dev,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,agnosticism,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently), spanish (poorly)",single
43,fit,NA,rarely,NA,graduated from space camp,asian,68,-1,medicine / health,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,NA,m,pisces and it&rsquo;s fun to think about,yes,"english (fluently), french (poorly), japanese (poorly), korean (okay), spanish (poorly)",single
39,fit,NA,socially,never,graduated from college/university,asian,72,-1,science / tech / engineering,NA,gay,NA,atheism and very serious about it,m,NA,no,english,single
32,athletic,NA,NA,never,graduated from ph.d program,white,75,250000,rather not say,"doesn&rsquo;t have kids, but might want them",straight,dislikes dogs,NA,m,libra but it doesn&rsquo;t matter,no,"english, german (fluently), french (okay)",single
29,curvy,strictly anything,rarely,never,graduated from college/university,white,63,40000,medicine / health,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,christianity,f,sagittarius,no,"english, spanish (okay)",single
28,thin,strictly anything,socially,never,graduated from masters program,white,73,-1,NA,doesn&rsquo;t have kids,straight,NA,atheism and laughing about it,m,NA,no,"english, french (okay)",single
33,athletic,NA,NA,never,graduated from college/university,white,67,-1,hospitality / travel,"doesn&rsquo;t have kids, but wants them",straight,NA,NA,f,libra,no,"english (fluently), dutch (okay)",single
35,fit,mostly anything,socially,NA,graduated from two-year college,NA,71,80000,banking / financial / real estate,NA,straight,likes dogs and likes cats,NA,m,gemini and it&rsquo;s fun to think about,when drinking,english,single
48,athletic,strictly vegetarian,not at all,never,graduated from law school,white,69,-1,law / legal services,NA,gay,NA,NA,m,sagittarius and it&rsquo;s fun to think about,no,"english, spanish (okay), french (poorly)",single
28,curvy,mostly vegetarian,not at all,never,graduated from masters program,native american,69,-1,other,doesn&rsquo;t want kids,bisexual,likes dogs and likes cats,buddhism and somewhat serious about it,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), italian (okay), spanish (okay)",single
33,average,mostly anything,socially,never,graduated from two-year college,white,71,-1,hospitality / travel,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",gay,has dogs,christianity but not too serious about it,m,pisces and it&rsquo;s fun to think about,when drinking,english,single
57,athletic,mostly anything,rarely,never,graduated from college/university,white,71,-1,transportation,has kids,straight,likes dogs,other,m,taurus,no,english (fluently),single
34,average,anything,socially,never,college/university,"hispanic / latin, white",64,-1,other,"doesn&rsquo;t have kids, but might want them",straight,NA,judaism,f,cancer,no,"english, spanish",single
24,thin,NA,socially,NA,NA,white,66,-1,NA,NA,straight,NA,NA,f,NA,when drinking,english,single
25,NA,NA,NA,never,graduated from college/university,asian,65,-1,NA,NA,straight,NA,NA,f,NA,no,"english (okay), chinese (fluently)",single
62,a little extra,mostly anything,socially,never,graduated from college/university,white,73,-1,transportation,NA,gay,likes dogs and has cats,other and laughing about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), french (poorly)",single
30,fit,mostly anything,often,never,graduated from college/university,white,70,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,m,gemini and it&rsquo;s fun to think about,no,"english, spanish (poorly)",single
